,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3812,1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,3515
6085,1,1,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,80.2,398
7233,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,3984
2362,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2395
1975,0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,100.25,2023
3514,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,3,44.65,3994
1761,0,0,0,1,46,1,2,1,0,0,2,2,0,0,0,1,0,84.8,3384
5401,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,5951
2739,1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,6499
5637,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4189
7243,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,2845
2472,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,1920
4007,1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,6337
4718,0,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,0,24.95,523
6177,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,2044
1493,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,5405
4206,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124
6371,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2152
2158,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,757
1169,1,0,0,0,45,1,2,1,0,0,2,2,2,2,0,1,0,103.65,4017
7029,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031
232,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,5647
66,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,3739
1603,1,0,1,1,37,1,0,1,0,0,0,0,2,2,1,0,1,91.2,2826
6168,0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,1733
3283,0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1088
3596,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,3548
6288,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297
4632,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,5821
125,0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,47.95,2650
6229,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2897
5350,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4108
1296,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.15,5378
1976,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1550
7030,1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,1970
6976,1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,2430
2075,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,4053
4580,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
5750,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,6394
7344,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3186
3086,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,2836
6758,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2395
3345,1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,2,49.4,6274
6951,1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,2287
5870,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55,1395
6506,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492
2797,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,5791
918,1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,3780
1646,1,1,0,0,5,0,1,0,0,0,2,2,2,0,0,0,1,45.4,1761
5122,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,3571
5126,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,3873
4978,0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,50.1,5562
5431,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,4432
4621,1,0,1,1,40,1,2,2,1,1,1,1,1,1,2,0,1,25.25,14
364,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65,3946
3287,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,69.0,4280
2125,0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,4856
4123,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,547
4569,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5260
525,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,4898
4821,1,0,1,0,53,1,2,0,2,0,2,2,2,0,1,0,0,77.4,3552
55,0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,414
638,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1693
302,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3211
2766,1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2469
5811,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,2102
1276,1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,717
7286,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,5871
4720,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.7,5515
2055,0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,6005
5376,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,69.0,4280
5145,0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,1,19.8,5165
4432,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485
3644,0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,3465
4143,1,0,0,0,46,1,2,1,2,2,0,0,0,2,0,1,2,93.7,3551
2878,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,4400
4202,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2980
6493,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,5159
5175,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,1612
2286,1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2072
2261,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3347
5240,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1705
6925,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,5833
2296,0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,4409
5932,1,0,0,0,39,0,1,0,2,2,0,2,2,0,0,1,1,48.95,1455
1753,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,3980
5197,0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,0,74.9,2311
1968,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.7,4233
6767,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,82.0,1398
3117,1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2406
2393,0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2305
523,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609
6376,0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,6184
5524,1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,784
6677,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,641
3900,1,0,1,1,62,1,2,1,2,2,0,0,2,2,0,1,2,105.5,5203
7249,0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,835
4699,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,974
5585,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448
6869,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,5504
3122,0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,59
4156,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,2594
1969,0,0,1,1,48,1,0,1,2,0,2,0,2,2,1,1,0,99.7,4210
671,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,4939
4188,1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,3631
666,1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,19.1,15
6746,0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65,2791
1887,1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,5987
3266,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,4709
280,0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,71
1719,1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,3930
2947,1,0,0,0,35,1,2,1,2,2,2,2,0,0,0,1,3,96.75,2949
4455,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,3494
899,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.6,3888
6031,1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,5788
7534,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303
6090,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,3034
6822,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,994
760,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,4702
6254,1,0,1,1,51,0,1,0,2,2,2,0,2,2,1,0,2,59.3,2612
1906,1,0,0,1,11,1,2,1,0,0,0,0,0,2,0,0,2,86.2,6312
4042,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,3973
3823,0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6129
4138,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,4816
3818,1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,2587
6269,1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,1639
4300,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4200
5569,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,4424
6196,1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,4616
2593,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1542
4164,1,0,0,0,4,1,2,1,2,0,0,0,2,0,0,0,2,90.65,3165
3031,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,3590
5971,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,6095
3579,1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,6242
2832,0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,75.15,3239
5449,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,2488
3472,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.6,569
6327,1,0,0,1,27,1,2,1,0,0,0,2,0,0,0,1,2,79.5,1795
137,0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,815
4892,1,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.15,6031
2180,0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,5048
2128,0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3291
3177,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,1171
4854,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2500
4637,0,0,0,0,41,1,2,1,2,0,0,0,0,0,0,1,1,81.3,2776
5115,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.4,5509
6791,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,5452
4261,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,1483
4344,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.8,1622
1331,1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,4476
2017,1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,4245
4542,1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,5356
2482,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,252
1358,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,4593
6241,0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,2394
1329,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1861
7663,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,2593
2150,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,2981
4530,1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,1679
2122,1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,5928
4673,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,5455
3981,0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2438
1252,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,20.0,1740
3278,1,1,0,0,55,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2126
3374,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,5849
2814,0,0,1,1,72,1,0,0,2,2,2,2,0,2,2,1,2,74.35,4390
4719,0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,1825
6544,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1766
1848,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,2348
4858,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.95,4148
3037,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,5735
388,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,4566
235,1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,4947
1077,1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,130
1984,0,0,0,1,13,1,0,0,0,0,2,2,0,0,0,0,3,53.45,5615
4363,1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,2626
3962,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,5054
770,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,6264
2165,1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,1795
4533,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,35.75,3034
673,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,2601
249,1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3626
6297,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,5715
1574,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,5455
6238,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173
3419,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,5568
2081,1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,4569
1823,1,0,1,1,44,1,0,0,0,2,0,2,0,0,0,1,0,54.9,2202
7195,0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,5048
7436,1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2196
4544,0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2180
5565,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,4424
716,0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,84.25,3292
6942,0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,6519
7260,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,6239
2048,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,2260
5997,1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,3459
6600,1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,3577
5264,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1548
4178,1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,1647
4809,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2330
2724,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,5722
7034,0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,857
1460,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,3833
5989,1,0,0,0,46,0,1,0,0,2,0,0,0,0,0,0,0,30.3,688
1668,0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,0,100.7,946
2756,1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,108.95,5945
2000,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,3582
4571,1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,829
4613,1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2435
404,1,0,1,1,7,0,1,0,2,0,2,2,0,2,2,0,1,49.65,2651
384,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.25,3798
6989,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723
2152,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3979
1633,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4088
7126,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,49.6,271
5580,1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,1675
4784,1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55,452
3925,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4027
5336,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,992
4158,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825
4948,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.35,5718
5898,0,1,0,0,46,1,2,1,2,2,2,0,2,2,1,1,2,110.0,4121
7053,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,6282
5358,1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9,4258
223,0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1581
2193,1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2073
3136,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.55,2862
4469,1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25,5386
1824,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,4725
7145,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6325
5124,0,0,1,0,72,1,2,1,2,0,2,2,2,0,2,1,0,98.2,5528
4972,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,1343
797,0,0,0,0,30,1,2,0,2,0,2,0,2,2,1,1,1,79.3,2075
2871,1,0,1,0,70,1,2,0,2,2,2,2,2,0,1,0,0,79.4,4590
9,1,0,1,0,53,1,2,1,2,2,0,0,2,0,0,1,2,96.75,4391
6593,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,1673
1944,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3195
1838,1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2028
4804,0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,2784
255,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,5672
5713,1,0,1,1,33,1,0,0,0,0,2,2,2,2,1,1,3,73.9,2051
4485,0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,120
7013,0,1,1,0,42,1,0,1,2,0,0,0,0,0,0,1,1,74.15,2805
1581,1,0,0,0,64,1,2,0,2,2,2,2,2,0,1,0,2,81.25,4615
2956,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2142
924,0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,5487
6896,0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,242
2508,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,20.15,1609
6132,1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3134
5024,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,971
5320,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,5181
6645,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044
6042,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3186
3775,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,4470
4835,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.15,6370
4136,1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,1,19.95,493
4964,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,3090
2779,0,0,0,0,28,0,1,0,0,0,2,0,0,0,0,1,3,29.75,5978
539,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,4566
2745,0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,2889
6996,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,2662
7105,0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,5835
6819,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,6315
5467,0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.3,1434
1145,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,5967
5127,1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1696
4468,1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,3577
667,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,1837
3019,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044
357,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,3421
5063,1,0,1,1,65,1,2,0,2,2,0,0,0,2,2,1,3,69.55,3785
2831,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,256
2783,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1324
1353,0,0,1,0,71,1,2,1,2,2,0,0,2,0,1,0,3,95.65,5413
5131,1,1,1,0,22,1,0,1,0,0,0,0,2,2,0,1,0,89.75,1540
470,1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3078
2703,1,0,1,1,43,1,2,1,2,0,2,2,0,0,1,1,1,91.25,3427
3330,0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,663
3637,1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1534
1396,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1075
3584,0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,70.45,4338
6983,1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,6397
5262,1,0,0,0,8,1,2,0,0,0,0,0,2,0,0,1,2,59.25,3703
5645,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,5846
3376,1,0,1,1,44,1,0,0,0,2,2,2,0,0,0,1,3,61.9,2527
1256,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,20.55,4703
6190,0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,409
3512,0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.7,6421
5651,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,4872
5778,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,5236
1250,0,0,1,0,6,1,2,1,0,2,2,0,2,2,0,1,2,105.3,4529
5795,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1663
5348,1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,1129
7471,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1306
4298,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,620
3284,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,3746
2933,1,0,0,1,50,0,1,0,2,2,0,0,2,0,1,1,0,43.05,1838
4175,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238
5268,1,0,1,0,36,0,1,0,2,0,2,0,0,0,1,0,3,35.35,580
4910,0,1,0,0,64,0,1,0,0,2,0,2,2,0,0,1,2,43.85,2391
1852,1,0,0,0,10,1,0,0,0,2,0,0,2,0,0,1,3,59.65,5144
6316,0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,1783
6815,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1890
7277,0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,40.65,6404
7567,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,602
2105,0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,1734
133,1,0,1,1,60,1,0,0,2,2,0,2,2,2,0,1,1,79.05,3943
5236,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4069
5029,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,2,20.0,1413
928,1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,589
823,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,4581
7070,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194
1531,1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,5274
1214,1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,6397
504,1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,1689
4285,1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,673
